;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;Amundi ETF;;;;;;
;;;;;;;
;TITOLI DETENUTI DAL FONDO;;;;;;
;;;;;;;
;Nome del fondo;Amundi Prime Japan UCITS ETF DR (D);;;;;
;Codice ISIN;LU1931974775;;;;;
;Metodologia di Replica;Physical;;;;;
;;;;;;;
;Attivi in gestione nel fondo al 05/06/2026;680.212,03 mln JPY;;;;;
;Valuta di riferimento;JPY;;;;;
;;;;;;;
;Si prega di notare che i dati relativi ai titoli detenuti a livello del fondo possono cambiare quotidianamente. Dati ritenuti esatti al 05/06/2026. Si prega di fare riferimento al sito per le ultime informazioni diponibili.;;;;;;
;;;;;;;
;Codice ISIN;Nome;Asset class;Valuta;Peso;Settore;Paese
;JP3047550003;NIPPON PROLOGIS REIT INC;EQUITY;JPY; 0,06%;Immobiliare;Giappone
;JP3311400000;CYBER AGENT INC;EQUITY;JPY; 0,06%;Servizi di comunicazione;Giappone
;JP3164630000;SQUARE ENIX HOLDINGS CO LTD;EQUITY;JPY; 0,06%;Servizi di comunicazione;Giappone
;JP3336000009;SANTEN PHARMACEUTICAL CO LTD-OSA;EQUITY;JPY; 0,06%;Sanità;Giappone
;JP3787000003;HITACHI CONSTRUCTION MACHINE;EQUITY;JPY; 0,06%;Industrali;Giappone
;JP3386380004;J FRONT RETAILING CO LTD;EQUITY;JPY; 0,06%;Beni voluttuari;Giappone
;JP3845770001;HOSHIZAKI CORP;EQUITY;JPY; 0,06%;Industrali;Giappone
;JP3256000005;KYOWA KIRIN CO LTD;EQUITY;JPY; 0,06%;Sanità;Giappone
;JP3597800006;TOBU RAILWAY CO  Y50;EQUITY;JPY; 0,06%;Industrali;Giappone
;JP3284600008;KOITO MANUFACTURING CO LTD;EQUITY;JPY; 0,06%;Beni voluttuari;Giappone
;JP3336560002;SUNTORY BEVERAGE & FOOD LTD;EQUITY;JPY; 0,06%;Beni di prima necessità;Giappone
;JP3196000008;ODAKYU ELECTRIC RAILWAY;EQUITY;JPY; 0,06%;Industrali;Giappone
;JP3046390005;DAIWAHOUSE RESIDENTIAL INV;EQUITY;JPY; 0,06%;Immobiliare;Giappone
;JP3045540006;UNITED URBAN INVESTMENT CORP;EQUITY;JPY; 0,06%;Immobiliare;Giappone
;JP3743000006;NH FOODS LTD;EQUITY;JPY; 0,05%;Beni di prima necessità;Giappone
;JP3040880001;ORIX JREIT INC;EQUITY;JPY; 0,05%;Immobiliare;Giappone
;JP3783420007;HIKARI TSUSHIN INC;EQUITY;JPY; 0,05%;Industrali;Giappone
;JP3160670000;AIR WATER INC;EQUITY;JPY; 0,05%;Materiali;Giappone
;JP3657400002;NIKON CORP;EQUITY;JPY; 0,05%;Beni voluttuari;Giappone
;JP3940000007;YAMATO HOLDINGS CO LTD;EQUITY;JPY; 0,05%;Industrali;Giappone
;JP3626800001;LIXIL CORP;EQUITY;JPY; 0,05%;Industrali;Giappone
;JP3982400008;ROHTO PHARMACEUTICAL CO LTD;EQUITY;JPY; 0,05%;Beni di prima necessità;Giappone
;JP3247010006;KYUSHU RAILWAY COMPANY;EQUITY;JPY; 0,05%;Industrali;Giappone
;JP3268950007;MEDIPAL HOLDINGS CORP;EQUITY;JPY; 0,05%;Sanità;Giappone
;JP3732200005;NIPPON TELEVISION HOLDINGS JPY500;EQUITY;JPY; 0,05%;Servizi di comunicazione;Giappone
;JP3922950005;MONOTARO CO LTD;EQUITY;JPY; 0,05%;Industrali;Giappone
;JP3762900003;NOMURA REAL ESTATE;EQUITY;JPY; 0,05%;Immobiliare;Giappone
;JP3269600007;KURARAY CO LTD;EQUITY;JPY; 0,05%;Materiali;Giappone
;JP3278600006;KEISEI ELECTRIC RAILWY Y50;EQUITY;JPY; 0,05%;Industrali;Giappone
;JP3675600005;NISSIN FOODS HOLDINGS;EQUITY;JPY; 0,05%;Beni di prima necessità;Giappone
;JP3605400005;TOHOKU ELECTRIC POWER;EQUITY;JPY; 0,05%;Beni di pubblica utilità;Giappone
;JP3967220009;RAKUTEN BANK LTD;EQUITY;JPY; 0,05%;Finanziari;Giappone
;JP3547670004;PERSOL HOLDINGS CO;EQUITY;JPY; 0,05%;Industrali;Giappone
;JP3358200008;SHIMAMURA CO LTD;EQUITY;JPY; 0,05%;Beni voluttuari;Giappone
;JP3870400003;MARUI GROUP CO LTD;EQUITY;JPY; 0,05%;Finanziari;Giappone
;JP3939000000;YAMADA HOLDINGS CO LTD;EQUITY;JPY; 0,05%;Beni voluttuari;Giappone
;JP3676800000;NISSHIN SEIFUN GROUP INC;EQUITY;JPY; 0,05%;Beni di prima necessità;Giappone
;JP3399310006;ZOZO INC;EQUITY;JPY; 0,05%;Beni voluttuari;Giappone
;JP3293200006;COCA-COLA BOTTLERS JAPAN HOL;EQUITY;JPY; 0,05%;Beni di prima necessità;Giappone
;JP3244800003;KEWPIE CORP;EQUITY;JPY; 0,04%;Beni di prima necessità;Giappone
;JP3935600001;YAMAZAKI BAKING CO JPY50;EQUITY;JPY; 0,04%;Beni di prima necessità;Giappone
;JP3665200006;NICHIREI CORPORATION;EQUITY;JPY; 0,04%;Beni di prima necessità;Giappone
;JP3583900000;TOKYO METRO CO LTD;EQUITY;JPY; 0,04%;Industrali;Giappone
;JP3536150000;TSURUHA HOLDINGS INC;EQUITY;JPY; 0,04%;Beni di prima necessità;Giappone
;JP3942600002;YAMAHA CORP;EQUITY;JPY; 0,04%;Beni voluttuari;Giappone
;JP3162770006;SG HOLDINGS LTD;EQUITY;JPY; 0,04%;Industrali;Giappone
;JP3424950008;TOKYO CENTURY CORP;EQUITY;JPY; 0,04%;Finanziari;Giappone
;JP3431900004;ALSOK CO LTD;EQUITY;JPY; 0,04%;Industrali;Giappone
;JP3126340003;ALFRESA HOLDINGS CORP;EQUITY;JPY; 0,04%;Sanità;Giappone
;JP3291200008;KOBE BUSSAN CO LTD;EQUITY;JPY; 0,04%;Beni di prima necessità;Giappone
;JP3419050004;SEGA SAMMY HOLDINGS INC;EQUITY;JPY; 0,04%;Beni voluttuari;Giappone
;JP3277800003;KEIO CORP;EQUITY;JPY; 0,04%;Industrali;Giappone
;JP3729000004;SBI SHINSEI BANK LTD;EQUITY;JPY; 0,04%;Finanziari;Giappone
;JP3977400005;RINNAI CORP  JPY50;EQUITY;JPY; 0,04%;Beni voluttuari;Giappone
;JP3404200002;SUMITOMO RUBBER INDUSTRIES LTD;EQUITY;JPY; 0,04%;Beni voluttuari;Giappone
;JP3385890003;GMO PAYMENT GATEWAY INC;EQUITY;JPY; 0,04%;Finanziari;Giappone
;JP3131090007;IIDA GROUP HOLDINGS CO LTD;EQUITY;JPY; 0,04%;Beni voluttuari;Giappone
;JP3689500001;ORACLE CORPORATION JAPAN;EQUITY;JPY; 0,03%;Information Technology;Giappone
;JP3819400007;FUJI MEDIA HOLDINGS;EQUITY;JPY; 0,03%;Servizi di comunicazione;Giappone
;JP3397060009;SUGI HOLDINGS CO LTD;EQUITY;JPY; 0,03%;Beni di prima necessità;Giappone
;JP3336600006;SUNDRUG CO LTD;EQUITY;JPY; 0,03%;Beni di prima necessità;Giappone
;JP3152740001;ABC-MART INC;EQUITY;JPY; 0,03%;Beni voluttuari;Giappone
;JP3495000006;SUMITOMO PHARMA CO LTD;EQUITY;JPY; 0,02%;Sanità;Giappone
;JP3298400007;COSMOS PHARMARCEUTICAL;EQUITY;JPY; 0,02%;Beni di prima necessità;Giappone
;JP3899800001;MITSUBISHI MOTOR CORP JPY50;EQUITY;JPY; 0,02%;Beni voluttuari;Giappone
;JP3283460008;KOEI TECMO HOLDINGS CO LTD;EQUITY;JPY; 0,02%;Servizi di comunicazione;Giappone
;JP3173500004;OBIC BUSINESS CONSULTANTS;EQUITY;JPY; 0,02%;Information Technology;Giappone
;JP3108600002;ACOM CO LTD;EQUITY;JPY; 0,02%;Finanziari;Giappone
;;TOPIX INDX 06/26 OSE;FUTURE;JPY; 0,02%;;Giappone
;JP3560200002;TOEI ANIMATION CO LTD;EQUITY;JPY; 0,01%;Servizi di comunicazione;Giappone
;JP3100020001;ARCHION CORP;EQUITY;JPY; 0,01%;Industrali;Giappone
;US70450C1018;PAYPAY CORP;EQUITY;USD; 0,00%;Finanziari;Giappone
;;;;;;;
;;;;;;;
;Fonte : Amundi Asset Management;;;;;;
;;;;;;;
;"Informazioni promozionali e non contrattuali, che non devono essere considerate come un consiglio o una raccomandazione di investimento, una sollecitazione all'investimento, un'offerta o un acquisto.
Prima della sottoscrizione, per ulteriori informazioni sui rischi applicabili al Fondo e sulle Informazioni (come definite di seguito), i potenziali investitori devono leggere la documentazione d’offerta dei Fondi approvati dall'Autorité des Marchés Financiers (per i FCP francesi), dalla Commission de Surveillance du Secteur Financier (""CSSF"") per i comparti della Sicav lussemburghese Amundi Index Solutions (la ""SICAV"") o dalla Central Bank of Ireland per i comparti della ICAV irlandese Amundi ETF ICAV (tutti insieme i ""Comparti""), compreso il KID, disponibile su amundi.com /amundietf.com o su richiesta presso la sede della società di gestione.
L'investimento in un fondo comporta un notevole grado di rischio (i rischi sono descritti in dettaglio nel KID e nel Prospetto informativo).
Le performance passate del fondo non possono essere considerate un indicatore affidabile di risultati futuri e non offrono alcuna garanzia di rendimento.
L'esattezza, l'esaustività o la pertinenza delle informazioni, delle previsioni e delle analisi fornite non sono garantite. Si basano su fonti considerate affidabili e possono cambiare senza preavviso. Si tratta inevitabilmente di informazioni parziali, fornite sulla base dei dati di mercato rilevati in un determinato momento e soggette a modifiche.
Questo materiale non è destinato a cittadini o residenti degli Stati Uniti d'America o a qualsiasi ""U.S. Person"", come questo termine è definito nella SEC Regulation S ai sensi dello U.S. Securities Act del 1933. La definizione di US Person è indicata nella sezione delle menzioni legali su amundi.com o amundietf.com e nel Prospetto dei Comparti.
Le informazioni sopra riportate sono state ottenute dall'inventario contabile del Fondo, ma non rappresentano tutti i dati del Fondo. L'inventario contabile è la contabilità dettagliata delle attività del Fondo.
La data di calcolo delle informazioni è indicata sopra la tabella.
Le informazioni di cui sopra si basano, tra l'altro, sui dati di mercato a una certa data e possono quindi variare nel tempo.
Le informazioni di cui sopra sono pubblicate con un ritardo di almeno tre giorni di negoziazione rispetto ai dati di mercato in tempo reale. La pubblicazione delle informazioni è pertanto soggetta a un ritardo. Pertanto, vi invitiamo a consultare le date di aggiornamento di queste Informazioni nelle sezioni sopra indicate.";;;;;;
;"Replica Sintetica/Indiretta:
Il Fondo, gestito con un approccio di replica sintetica/indiretta, investe in derivati, fornendo la performance dell'indice in cambio della performance degli attivi (che possono non  includere necessariamente i componenti dell'indice di cui si cerca di replicare la performance).

Replica Fisica/Diretta:
- Solo per la Replica Fisica dei Fondi di diritto francese: il Fondo è gestito con un approccio di replica fisica. Questo consiste nell'investire nei titoli che compongono l'indice in proporzioni il più possibile simili a quelle dell'indice.
- Solo per la Replica Fisica dei Fondi obbligazionari della SICAV AIS: il Fondo è gestito con un approccio di replica diretta, che consiste principalmente nell'investire direttamente in obbligazioni che rappresentano i componenti dell'indice in una proporzione il più possibile simile a quella dell'indice.
- Solo per la Replica Fisica dei Fondi azionari della SICAV AIS: il Fondo è gestito con un approccio di replica fisica, principalmente attraverso investimenti diretti in titoli e/o altre attività idonee che rappresentano i componenti dell'indice in una proporzione molto vicina a quella dell'indice.
- Solo per la Replica Fisica a campionamento dei Fondi della SICAV AIS: il Fondo è gestito con un approccio di replica diretta, principalmente attraverso investimenti diretti in titoli e/o altre attività idonee che rappresentano i componenti dell'indice. Non si prevede che il Fondo detenga in via permanente tutti i componenti dell'indice o nelle stesse proporzioni dell'indice. Il Fondo può anche detenere alcuni titoli che non sono componenti sottostanti dell'indice.";;;;;;
;"I dati contenuti nel presente documento non sono stati validati dal revisore esterno del Fondo.
Il presente documento non è stato esaminato, timbrato o approvato da alcuna Autorità finanziaria.
È vietata la riproduzione senza il consenso scritto di Amundi Asset Management SAS.
Amundi ETF, Indexing & Smart Beta designa l'attività ETF, Indexing & Smart Beta di Amundi Asset Management.
Amundi Asset Management, con un capitale sociale di 1.143.615.555 euro, è un gestore di investimenti regolamentato dall'Autorité des Marchés Financiers francese con il n. GP 04000036, con sede legale a: Milano. GP 04000036, sede legale: 91-93 boulevard Pasteur - 75015 PARIGI - Francia 437 574 452 RCS Paris è la società di gestione del portafoglio del Fondo.
""Amundi Index Solutions, SICAV lussemburghese, RCS B206810, con sede al 5, allée Scheffer, L-2520 Lussemburgo. I comparti sono stati approvati per la distribuzione al pubblico in Lussemburgo dalla Commission de Surveillance du Secteur Financier del Lussemburgo (CSSF).
""Amundi ETF ICAV"", ICAV irlandese, con sede all'1 George’s Quay Plaza, George’s Quay, Dublin 2, D02 V002, Irlanda. I comparti sono stati approvati per la distribuzione al pubblico in Irlanda dalla Central Bank of Ireland (CBI).";;;;;;
