05-giu-2026;;;;;;;;;;;
iShares Core MSCI EM IMI UCITS ETF;;;;;;;;;;;
Inception Date;30/05/2014;;;;;;;;;;
Fund Holdings as of;05/06/2026;;;;;;;;;;
Number of Securities;3.063,00;;;;;;;;;;
Shares Outstanding;773.413.045,00;;;;;;;;;;
;;;;;;;;;;;
Ticker dell'emittente;Nome;Settore;Asset Class;Valore di mercato;Ponderazione (%);Valore nozionale;Nominale;Prezzo;Area Geografica;Cambio;Valuta di mercato
MYR;MYR CASH;Liquidità e/o derivati;Contanti;5.014.203,12;0,01;5.014.203,12;20.197.210,00;24,83;Malesia;--;MYR
189;DONGYUE GROUP LTD;Materiali;Azionario;5.008.298,35;0,01;5.008.298,35;2.352.474,00;2,13;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
2382;ADES HOLDING CO;Energia;Azionario;5.004.962,44;0,01;5.004.962,44;970.668,00;5,16;Arabia Saudita;Saudi Stock Exchange;SAR
2371;TATUNG;Industriali;Azionario;4.992.994,34;0,01;4.992.994,34;5.193.950,00;0,96;Taiwan;Taiwan Stock Exchange;TWD
601100;JIANGSU HENGLI HYDRAULIC LTD A;Industriali;Azionario;4.996.405,13;0,01;4.996.405,13;289.184,00;17,28;Cina;Shanghai Stock Exchange;CNY
ALSEA*;ALSEA DE CV;Consumi Discrezionali;Azionario;4.983.048,67;0,01;4.983.048,67;1.752.924,00;2,84;Messico;Bolsa Mexicana De Valores;MXN
WHA.R;WHA CORPORATION NON-VOTING DR PCL;Immobili;Azionario;4.970.202,88;0,01;4.970.202,88;32.114.400,00;0,15;Tailandia;Stock Exchange Of Thailand;THB
600309;WANHUA CHEMICAL GROUP LTD A;Materiali;Azionario;4.970.352,10;0,01;4.970.352,10;465.300,00;10,68;Cina;Shanghai Stock Exchange;CNY
002938;AVARY HOLDING (SHENZHEN) LTD A;IT;Azionario;4.962.174,28;0,01;4.962.174,28;317.100,00;15,65;Cina;Shenzhen Stock Exchange;CNY
SBICARD;SBI CARDS & PAYMENT SERVICES LTD;Finanziari;Azionario;4.962.561,25;0,01;4.962.561,25;799.062,00;6,21;India;National Stock Exchange Of India;INR
SAILIFE;SAI LIFE SCIENCES LTD;Salute;Azionario;4.964.456,58;0,01;4.964.456,58;397.258,00;12,50;India;National Stock Exchange Of India;INR
3714;ENNOSTAR INC;IT;Azionario;4.952.385,67;0,01;4.952.385,67;2.223.600,00;2,23;Taiwan;Taiwan Stock Exchange;TWD
6789;VISERA TECHNOLOGIES LTD;IT;Azionario;4.931.518,58;0,01;4.931.518,58;303.000,00;16,28;Taiwan;Taiwan Stock Exchange;TWD
INDF;INDOFOOD SUKSES MAKMUR;Generi di largo consumo;Azionario;4.931.782,68;0,01;4.931.782,68;14.685.300,00;0,34;Indonesia;Indonesia Stock Exchange;IDR
4200;ALDREES PETROLEUM AND TRANSPORT SE;Consumi Discrezionali;Azionario;4.932.868,14;0,01;4.932.868,14;161.056,00;30,63;Arabia Saudita;Saudi Stock Exchange;SAR
HUF;HUF CASH;Liquidità e/o derivati;Contanti;4.928.153,67;0,01;4.928.153,67;1.516.710.749,00;0,32;Ungheria;--;HUF
000880;HANWHA CORP;Industriali;Azionario;4.918.480,40;0,01;4.918.480,40;60.482,00;81,32;Corea;Korea Exchange (Stock Market);KRW
2421;SUNONWEALTH ELECTRIC MACHINE INDUS;Industriali;Azionario;4.920.606,97;0,01;4.920.606,97;960.341,00;5,12;Taiwan;Taiwan Stock Exchange;TWD
2367;UNITECH PRINTED CIRCUIT BOARD CORP;IT;Azionario;4.896.277,33;0,01;4.896.277,33;2.445.772,00;2,00;Taiwan;Taiwan Stock Exchange;TWD
KPIL;KALPATARU PROJECTS INTERNATIONAL L;Industriali;Azionario;4.889.198,80;0,01;4.889.198,80;359.732,00;13,59;India;National Stock Exchange Of India;INR
6098;COUNTRY GARDEN SERVICES HOLDINGS L;Immobili;Azionario;4.878.702,21;0,01;4.878.702,21;6.534.000,00;0,75;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
004170;SHINSEGAE INC;Consumi Discrezionali;Azionario;4.871.625,13;0,01;4.871.625,13;11.548,00;421,86;Corea;Korea Exchange (Stock Market);KRW
REDINGTON;REDINGTON LTD;IT;Azionario;4.872.210,15;0,01;4.872.210,15;1.935.272,00;2,52;India;National Stock Exchange Of India;INR
TIMKEN;TIMKEN INDIA LTD;Industriali;Azionario;4.873.613,04;0,01;4.873.613,04;126.985,00;38,38;India;National Stock Exchange Of India;INR
9688;ZAI LAB LTD;Salute;Azionario;4.861.618,54;0,01;4.861.618,54;3.023.020,00;1,61;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
RBLBANK;RBL BANK LTD;Finanziari;Azionario;4.858.040,48;0,01;4.858.040,48;1.312.663,00;3,70;India;National Stock Exchange Of India;INR
601919;COSCO SHIPPING HOLDINGS LTD A;Industriali;Azionario;4.848.909,45;0,01;4.848.909,45;2.192.790,00;2,21;Cina;Shanghai Stock Exchange;CNY
CEMARGOS;CEMENTOS ARGOS SA;Materiali;Azionario;4.841.955,93;0,01;4.841.955,93;1.519.839,00;3,19;Colombia;Bolsa De Valores De Colombia;COP
1212;ASTRA INDUSTRIAL GROUP;Industriali;Azionario;4.837.937,94;0,01;4.837.937,94;134.456,00;35,98;Arabia Saudita;Saudi Stock Exchange;SAR
BANDHANBNK;BANDHAN BANK LTD;Finanziari;Azionario;4.828.796,34;0,01;4.828.796,34;2.226.783,00;2,17;India;National Stock Exchange Of India;INR
2467;C SUN MFG LTD;Industriali;Azionario;4.821.142,47;0,01;4.821.142,47;262.000,00;18,40;Taiwan;Taiwan Stock Exchange;TWD
3030;TEST RESEARCH INC;IT;Azionario;4.807.309,76;0,01;4.807.309,76;414.000,00;11,61;Taiwan;Taiwan Stock Exchange;TWD
2228;XTALPI HOLDINGS LTD;Salute;Azionario;4.802.869,23;0,01;4.802.869,23;5.024.000,00;0,96;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
600989;NINGXIA BAOFENG ENERGY GROUP LTD A;Materiali;Azionario;4.776.945,01;0,01;4.776.945,01;1.383.000,00;3,45;Cina;Shanghai Stock Exchange;CNY
226950;OLIX PHARMACEUTICALS INC;Salute;Azionario;4.777.283,49;0,01;4.777.283,49;49.468,00;96,57;Corea;Korea Exchange (Kosdaq);KRW
NIND;NATIONAL INDUSTRIES GROUP HOLDING;Industriali;Azionario;4.780.953,69;0,01;4.780.953,69;6.159.462,00;0,78;Kuwait;Kuwait Stock Exchange;KWD
ANANDRATHI;ANAND RATHI WEALTH LTD;Finanziari;Azionario;4.772.400,00;0,01;4.772.400,00;258.412,00;18,47;India;National Stock Exchange Of India;INR
CPIN;CHAROEN POKPHAND INDONESIA;Generi di largo consumo;Azionario;4.763.876,88;0,01;4.763.876,88;25.390.900,00;0,19;Indonesia;Indonesia Stock Exchange;IDR
ARI;AFRICAN RAINBOW MINERAL LTD;Materiali;Azionario;4.767.840,82;0,01;4.767.840,82;406.607,00;11,73;Sud Africa;Johannesburg Stock Exchange;ZAR
6290;LONGWELL;Industriali;Azionario;4.759.402,91;0,01;4.759.402,91;428.000,00;11,12;Taiwan;Gretai Securities Market;TWD
HSCL;HIMADRI SPECIALITY CHEMICAL LTD;Materiali;Azionario;4.761.848,40;0,01;4.761.848,40;659.911,00;7,22;India;National Stock Exchange Of India;INR
MPHC;MESAIEED PETROCHEMICAL HOLDING;Materiali;Azionario;4.743.002,47;0,01;4.743.002,47;14.722.312,00;0,32;Qatar;Qatar Exchange;QAR
NATU3;NATURA SA;Generi di largo consumo;Azionario;4.738.008,68;0,01;4.738.008,68;2.496.448,00;1,90;Brasile;XBSP;BRL
3618;CHONGQING RURAL COMMERCIAL BANK LT;Finanziari;Azionario;4.740.243,91;0,01;4.740.243,91;5.758.000,00;0,82;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
ITUB3;ITAU UNIBANCO HOLDING SA;Finanziari;Azionario;4.740.980,26;0,01;4.740.980,26;600.116,00;7,90;Brasile;XBSP;BRL
FFB;FORTRESS REAL EST INV B LTD;Immobili;Azionario;4.729.599,51;0,01;4.729.599,51;3.383.720,00;1,40;Sud Africa;Johannesburg Stock Exchange;ZAR
PAGS;PAGSEGURO DIGITAL LTD CLASS A;Finanziari;Azionario;4.730.900,07;0,01;4.730.900,07;554.619,00;8,53;Brasile;New York Stock Exchange Inc.;USD
JGS;JG SUMMIT HOLDINGS INC CLASS B;Industriali;Azionario;4.723.945,82;0,01;4.723.945,82;10.917.465,00;0,43;Filippine;Philippine Stock Exchange Inc.;PHP
688072;PIOTECH INC A;IT;Azionario;4.722.026,48;0,01;4.722.026,48;55.008,00;85,84;Cina;Shanghai Stock Exchange;CNY
3090;NICHIDENBO CORP;IT;Azionario;4.718.761,40;0,01;4.718.761,40;673.000,00;7,01;Taiwan;Taiwan Stock Exchange;TWD
AJANTPHARM;AJANTA PHARMA LTD;Salute;Azionario;4.710.323,30;0,01;4.710.323,30;150.237,00;31,35;India;National Stock Exchange Of India;INR
KPJ;KPJ HEALTHCARE;Salute;Azionario;4.704.830,19;0,01;4.704.830,19;5.867.200,00;0,80;Malesia;Bursa Malaysia;MYR
601985;CHINA NATIONAL NUCLEAR POWER LTD A;Imprese di servizi di pubblica utilità;Azionario;4.705.243,54;0,01;4.705.243,54;3.550.313,00;1,33;Cina;Shanghai Stock Exchange;CNY
051900;LG H & H LTD;Generi di largo consumo;Azionario;4.699.091,38;0,01;4.699.091,38;29.195,00;160,96;Corea;Korea Exchange (Stock Market);KRW
2400;XD INC;Comunicazione;Azionario;4.687.824,27;0,01;4.687.824,27;723.000,00;6,48;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
000792;QINGHAI SALT LAKE INDUSTRY LTD A;Materiali;Azionario;4.678.414,05;0,01;4.678.414,05;1.077.600,00;4,34;Cina;Shenzhen Stock Exchange;CNY
9910;FENG TAY ENTERPRISES LTD;Consumi Discrezionali;Azionario;4.673.264,20;0,01;4.673.264,20;1.915.461,00;2,44;Taiwan;Taiwan Stock Exchange;TWD
AUGO;AURA MINERALS INC;Materiali;Azionario;4.663.423,60;0,01;4.663.423,60;77.209,00;60,40;Brasile;NASDAQ;USD
3376;SHIN ZU SHING LTD;Industriali;Azionario;4.653.672,58;0,01;4.653.672,58;618.909,00;7,52;Taiwan;Taiwan Stock Exchange;TWD
6186;CHINA FEIHE LTD;Generi di largo consumo;Azionario;4.643.254,18;0,01;4.643.254,18;11.440.000,00;0,41;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
BRMS;BUMI RESOURCES MINERALS;Materiali;Azionario;4.632.914,74;0,01;4.632.914,74;163.650.900,00;0,03;Indonesia;Indonesia Stock Exchange;IDR
8464;NIEN MADE ENTERPRISE LTD;Consumi Discrezionali;Azionario;4.627.421,12;0,01;4.627.421,12;444.000,00;10,42;Taiwan;Taiwan Stock Exchange;TWD
2312;KINPO ELECTRONICS INC;IT;Azionario;4.628.296,77;0,01;4.628.296,77;3.712.000,00;1,25;Taiwan;Taiwan Stock Exchange;TWD
111770;YOUNGONE CORP;Consumi Discrezionali;Azionario;4.629.207,94;0,01;4.629.207,94;89.382,00;51,79;Corea;Korea Exchange (Stock Market);KRW
2633;TAIWAN HIGH SPEED RAIL CORP;Industriali;Azionario;4.613.858,09;0,01;4.613.858,09;5.703.000,00;0,81;Taiwan;Taiwan Stock Exchange;TWD
375500;DL E&C LTD;Industriali;Azionario;4.615.729,88;0,01;4.615.729,88;98.914,00;46,66;Corea;Korea Exchange (Stock Market);KRW
2889;IBF FINANCIAL HOLDINGS LTD SHA;Finanziari;Azionario;4.609.372,92;0,01;4.609.372,92;9.653.497,00;0,48;Taiwan;Taiwan Stock Exchange;TWD
CPPLUS;ADITYA INFOTECH LTD;IT;Azionario;4.613.254,93;0,01;4.613.254,93;125.065,00;36,89;India;National Stock Exchange Of India;INR
QAR;QAR CASH;Liquidità e/o derivati;Contanti;4.603.376,74;0,01;4.603.376,74;16.760.895,00;27,46;Qatar;--;QAR
GRUPOARGOS;INVERSIONES ARGOS SA;Materiali;Azionario;4.580.455,71;0,01;4.580.455,71;1.018.039,00;4,50;Colombia;Bolsa De Valores De Colombia;COP
4263;SAL SAUDI LOGISTICS SERVICE CO;Industriali;Azionario;4.573.897,67;0,01;4.573.897,67;102.713,00;44,53;Arabia Saudita;Saudi Stock Exchange;SAR
CESC;CESC LTD;Imprese di servizi di pubblica utilità;Azionario;4.567.757,73;0,01;4.567.757,73;2.427.892,00;1,88;India;National Stock Exchange Of India;INR
KPITTECH;KPIT TECHNOLOGIES LTD;IT;Azionario;4.564.704,60;0,01;4.564.704,60;557.156,00;8,19;India;National Stock Exchange Of India;INR
BANPU.R;BANPU NON-VOTING DR PCL;Energia;Azionario;4.556.857,30;0,01;4.556.857,30;26.551.831,00;0,17;Tailandia;Stock Exchange Of Thailand;THB
BRES;BARWA REAL ESTATE;Immobili;Azionario;4.551.746,35;0,01;4.551.746,35;6.831.372,00;0,67;Qatar;Qatar Exchange;QAR
017800;HYUNDAI ELEVATOR LTD;Industriali;Azionario;4.553.426,79;0,01;4.553.426,79;90.528,00;50,30;Corea;Korea Exchange (Stock Market);KRW
OMN;OMNIA HOLDINGS LTD;Materiali;Azionario;4.549.790,70;0,01;4.549.790,70;737.604,00;6,17;Sud Africa;Johannesburg Stock Exchange;ZAR
002352;S.F. HOLDING LTD A;Industriali;Azionario;4.544.814,64;0,01;4.544.814,64;884.368,00;5,14;Cina;Shenzhen Stock Exchange;CNY
6116;HANNSTAR DISPLAY CORP;IT;Azionario;4.547.013,75;0,01;4.547.013,75;7.768.000,00;0,59;Taiwan;Taiwan Stock Exchange;TWD
600809;SHANXI XINGHUACUN FEN WINE FACTORY;Generi di largo consumo;Azionario;4.542.706,99;0,01;4.542.706,99;252.518,00;17,99;Cina;Shanghai Stock Exchange;CNY
APOLLOTYRE;APOLLO TYRES LTD;Consumi Discrezionali;Azionario;4.523.201,30;0,01;4.523.201,30;1.082.197,00;4,18;India;National Stock Exchange Of India;INR
600522;JIANGSU ZHONGTIAN TECHNOLOGY LTD A;Industriali;Azionario;4.524.583,56;0,01;4.524.583,56;666.200,00;6,79;Cina;Shanghai Stock Exchange;CNY
ACUTAAS;ACUTAAS CHEMICALS LTD;Salute;Azionario;4.513.190,40;0,01;4.513.190,40;128.734,00;35,06;India;National Stock Exchange Of India;INR
069960;HYUNDAI DEPARTMENT STORE LTD;Consumi Discrezionali;Azionario;4.499.113,12;0,01;4.499.113,12;47.319,00;95,08;Corea;Korea Exchange (Stock Market);KRW
KTLEV.E;KATILIMEVIM TASARRUF FINANSMAN A.S;Finanziari;Azionario;4.496.329,30;0,01;4.496.329,30;1.395.376,00;3,22;Turchia;Istanbul Stock Exchange;TRY
SIME;SIME DARBY;Industriali;Azionario;4.493.336,64;0,01;4.493.336,64;8.786.000,00;0,51;Malesia;Bursa Malaysia;MYR
3583;SCIENTECH CORPORATION CORP;IT;Azionario;4.488.776,79;0,01;4.488.776,79;163.000,00;27,54;Taiwan;Taiwan Stock Exchange;TWD
QAMC;QATAR ALUMINIUM MANUFACTURING;Materiali;Azionario;4.474.118,63;0,01;4.474.118,63;9.298.097,00;0,48;Qatar;Qatar Exchange;QAR
1815;FULLTECH FIBER GLASS CORP;IT;Azionario;4.462.570,79;0,01;4.462.570,79;1.379.000,00;3,24;Taiwan;Gretai Securities Market;TWD
2689;NINE DRAGONS PAPER HOLDINGS LTD;Materiali;Azionario;4.457.361,66;0,01;4.457.361,66;5.406.000,00;0,82;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
SISE.E;TURKIYE SISE VE CAM FABRIKALARI A;Industriali;Azionario;4.447.381,59;0,01;4.447.381,59;4.574.946,00;0,97;Turchia;Istanbul Stock Exchange;TRY
FRTKF;FRONTKEN CORPORATION;Industriali;Azionario;4.443.756,70;0,01;4.443.756,70;3.638.100,00;1,22;Malesia;Bursa Malaysia;MYR
SAPR11;CIA SANEAMENTO DO PARANA UNITS;Imprese di servizi di pubblica utilità;Azionario;4.428.668,30;0,01;4.428.668,30;613.835,00;7,21;Brasile;XBSP;BRL
TDPOWERSYS;TD POWER SYSTEMS LTD;Industriali;Azionario;4.431.172,32;0,01;4.431.172,32;320.444,00;13,83;India;National Stock Exchange Of India;INR
600887;INNER MONGOLIA YILI INDUSTRIAL GRO;Generi di largo consumo;Azionario;4.425.952,49;0,01;4.425.952,49;1.169.567,00;3,78;Cina;Shanghai Stock Exchange;CNY
MRDIY;MR D.I.Y. GROUP (M);Consumi Discrezionali;Azionario;4.397.884,06;0,01;4.397.884,06;10.867.900,00;0,40;Malesia;Bursa Malaysia;MYR
MDKA;MERDEKA COPPER GOLD;Materiali;Azionario;4.393.039,59;0,01;4.393.039,59;30.794.011,00;0,14;Indonesia;Indonesia Stock Exchange;IDR
IKS;INVENTURUS KNOWLEDGE SOLUTIONS LTD;Salute;Azionario;4.394.918,74;0,01;4.394.918,74;251.484,00;17,48;India;National Stock Exchange Of India;INR
SAMMAANCAP;SAMMAAN CAPITAL LTD;Finanziari;Azionario;4.395.484,54;0,01;4.395.484,54;2.264.439,00;1,94;India;National Stock Exchange Of India;INR
HFCL;HFCL LTD;Comunicazione;Azionario;4.396.321,82;0,01;4.396.321,82;2.229.185,00;1,97;India;National Stock Exchange Of India;INR
ABK;AL AHLI BANK;Finanziari;Azionario;4.385.321,31;0,01;4.385.321,31;5.022.005,00;0,87;Kuwait;Kuwait Stock Exchange;KWD
MGROS.E;MIGROS TICARET A;Generi di largo consumo;Azionario;4.372.762,46;0,01;4.372.762,46;304.409,00;14,36;Turchia;Istanbul Stock Exchange;TRY
7202;ARABIAN INTERNET AND COMMUNICATION;IT;Azionario;4.363.733,35;0,01;4.363.733,35;75.714,00;57,63;Arabia Saudita;Saudi Stock Exchange;SAR
EGIE3;ENGIE BRASIL ENERGIA SA;Imprese di servizi di pubblica utilità;Azionario;4.353.494,54;0,01;4.353.494,54;661.020,00;6,59;Brasile;XBSP;BRL
AMR;AMERICANA RESTAURANTS INTERNATIONA;Consumi Discrezionali;Azionario;4.345.993,91;0,01;4.345.993,91;8.313.411,00;0,52;Emirati Arabi Uniti;Abu Dhabi Securities Exchange;AED
BRPT;BARITO PACIFIC;Materiali;Azionario;4.347.243,64;0,01;4.347.243,64;52.915.942,00;0,08;Indonesia;Indonesia Stock Exchange;IDR
VIO;VIOHALCO SA;Materiali;Azionario;4.347.877,51;0,01;4.347.877,51;180.406,00;24,10;Grecia;Athens Exchange S.A. Cash Market;EUR
2015;FENG HSIN IRON & STEEL LTD;Materiali;Azionario;4.341.249,07;0,01;4.341.249,07;2.207.000,00;1,97;Taiwan;Taiwan Stock Exchange;TWD
ASTERDM;ASTER DM HEALTHCARE LTD;Salute;Azionario;4.330.405,59;0,01;4.330.405,59;545.242,00;7,94;India;National Stock Exchange Of India;INR
1908;C D INTERNATIONAL INVESTMENT GROUP;Immobili;Azionario;4.323.482,90;0,01;4.323.482,90;2.184.000,00;1,98;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
1210;GREAT WALL ENTERPRISE LTD;Generi di largo consumo;Azionario;4.314.860,02;0,01;4.314.860,02;2.500.041,00;1,73;Taiwan;Taiwan Stock Exchange;TWD
603288;FOSHAN HAI TIAN FLAVOURING & FOOD;Generi di largo consumo;Azionario;4.317.403,07;0,01;4.317.403,07;860.607,00;5,02;Cina;Shanghai Stock Exchange;CNY
601818;CHINA EVERBRIGHT BANK LTD A;Finanziari;Azionario;4.309.468,76;0,01;4.309.468,76;9.339.500,00;0,46;Cina;Shanghai Stock Exchange;CNY
ANGELONE;ANGEL ONE LTD;Finanziari;Azionario;4.297.127,71;0,01;4.297.127,71;1.226.558,00;3,50;India;National Stock Exchange Of India;INR
2310;SAHARA INTERNATIONAL PETROCHEMICAL;Materiali;Azionario;4.275.554,93;0,01;4.275.554,93;1.120.267,00;3,82;Arabia Saudita;Saudi Stock Exchange;SAR
GCC*;GRUPO CEMENTOS;Materiali;Azionario;4.276.872,13;0,01;4.276.872,13;371.549,00;11,51;Messico;Bolsa Mexicana De Valores;MXN
3042;TXC CORP;IT;Azionario;4.277.732,83;0,01;4.277.732,83;636.000,00;6,73;Taiwan;Taiwan Stock Exchange;TWD
011780;KUMHO PETRO CHEMICAL LTD;Materiali;Azionario;4.277.993,96;0,01;4.277.993,96;51.861,00;82,49;Corea;Korea Exchange (Stock Market);KRW
TGA;THUNGELA RESOURCES LTD;Energia;Azionario;4.265.872,74;0,01;4.265.872,74;457.296,00;9,33;Sud Africa;Johannesburg Stock Exchange;ZAR
001450;HYUNDAI MARINE & FIRE INSURANCE LT;Finanziari;Azionario;4.266.236,37;0,01;4.266.236,37;183.615,00;23,23;Corea;Korea Exchange (Stock Market);KRW
MEDANTA;GLOBAL HEALTH LTD;Salute;Azionario;4.260.927,94;0,01;4.260.927,94;326.223,00;13,06;India;National Stock Exchange Of India;INR
KALYANKJIL;KALYAN JEWELLERS INDIA LTD;Consumi Discrezionali;Azionario;4.261.575,59;0,01;4.261.575,59;1.088.014,00;3,92;India;National Stock Exchange Of India;INR
271560;ORION CORP;Generi di largo consumo;Azionario;4.257.778,43;0,01;4.257.778,43;49.475,00;86,06;Corea;Korea Exchange (Stock Market);KRW
TRU;TRUWORTHS INTERNATIONAL LTD;Consumi Discrezionali;Azionario;4.249.486,80;0,01;4.249.486,80;1.341.364,00;3,17;Sud Africa;Johannesburg Stock Exchange;ZAR
600406;NARI TECHNOLOGY LTD A;Industriali;Azionario;4.241.537,99;0,01;4.241.537,99;1.226.944,00;3,46;Cina;Shanghai Stock Exchange;CNY
INTR;INTER AND CO INC CLASS A;Finanziari;Azionario;4.230.863,28;0,01;4.230.863,28;746.184,00;5,67;Brasile;NASDAQ;USD
BRAV3;BRAVA ENERGIA SA;Energia;Azionario;4.219.649,12;0,01;4.219.649,12;1.029.082,00;4,10;Brasile;XBSP;BRL
1164;CGN MINING COMPANY LTD;Energia;Azionario;4.212.078,09;0,01;4.212.078,09;10.820.000,00;0,39;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
5269;ASMEDIA TECHNOLOGY INC;IT;Azionario;4.209.299,01;0,01;4.209.299,01;87.000,00;48,38;Taiwan;Taiwan Stock Exchange;TWD
TLEVISACPO;GRUPO TELEVISA;Comunicazione;Azionario;4.191.383,16;0,01;4.191.383,16;7.900.349,00;0,53;Messico;Bolsa Mexicana De Valores;MXN
GRANULES;GRANULES INDIA LTD;Salute;Azionario;4.191.511,99;0,01;4.191.511,99;503.800,00;8,32;India;National Stock Exchange Of India;INR
8230;AL RAJHI COMPANY FOR COOPERATIVE I;Finanziari;Azionario;4.186.758,44;0,01;4.186.758,44;137.533,00;30,44;Arabia Saudita;Saudi Stock Exchange;SAR
ILC;INVERSIONES LA CONSTRUCCION SA;Finanziari;Azionario;4.189.673,19;0,01;4.189.673,19;172.574,00;24,28;Cile;Santiago Stock Exchange;CLP
9945;RUENTEX DEVELOPMENT LTD;Immobili;Azionario;4.181.810,77;0,01;4.181.810,77;5.240.898,00;0,80;Taiwan;Taiwan Stock Exchange;TWD
098460;KOH YOUNG TECHNOLOGY INC;IT;Azionario;4.180.040,69;0,01;4.180.040,69;205.442,00;20,35;Corea;Korea Exchange (Kosdaq);KRW
354;CHINASOFT INTERNATIONAL LTD;IT;Azionario;4.175.681,73;0,01;4.175.681,73;7.716.000,00;0,54;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
2455;VISUAL PHOTONICS EPITAXY LTD;IT;Azionario;4.165.666,59;0,01;4.165.666,59;329.072,00;12,66;Taiwan;Taiwan Stock Exchange;TWD
3MINDIA;3M INDIA LTD;Industriali;Azionario;4.163.154,06;0,01;4.163.154,06;12.353,00;337,02;India;National Stock Exchange Of India;INR
ORBIA*;ORBIA ADVANCE CORP SA DE CV;Materiali;Azionario;4.151.248,91;0,01;4.151.248,91;3.298.368,00;1,26;Messico;Bolsa Mexicana De Valores;MXN
1477;MAKALOT INDUSTRIAL LTD;Consumi Discrezionali;Azionario;4.146.049,02;0,01;4.146.049,02;573.164,00;7,23;Taiwan;Taiwan Stock Exchange;TWD
371;BEIJING ENTERPRISES WATER GROUP LT;Imprese di servizi di pubblica utilità;Azionario;4.147.867,54;0,01;4.147.867,54;12.896.000,00;0,32;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
600089;TBEA LTD A;Industriali;Azionario;4.135.965,74;0,01;4.135.965,74;1.091.237,00;3,79;Cina;Shanghai Stock Exchange;CNY
DANA;DANA GAS;Energia;Azionario;4.117.323,47;0,01;4.117.323,47;16.312.729,00;0,25;Emirati Arabi Uniti;Abu Dhabi Securities Exchange;AED
000657;CHINA TUNGSTEN AND HIGHTECH MATERI;Materiali;Azionario;4.109.882,27;0,01;4.109.882,27;397.700,00;10,33;Cina;Shenzhen Stock Exchange;CNY
VITROX;VITROX CORPORATION;IT;Azionario;4.096.832,17;0,01;4.096.832,17;2.391.600,00;1,71;Malesia;Bursa Malaysia;MYR
2206;SANYANG INDUSTRY LTD;Consumi Discrezionali;Azionario;4.096.892,40;0,01;4.096.892,40;2.040.000,00;2,01;Taiwan;Taiwan Stock Exchange;TWD
003690;KOREAN REINSURANCE;Finanziari;Azionario;4.089.728,39;0,01;4.089.728,39;482.870,00;8,47;Corea;Korea Exchange (Stock Market);KRW
032640;LG UPLUS CORP;Comunicazione;Azionario;4.083.265,21;0,01;4.083.265,21;410.672,00;9,94;Corea;Korea Exchange (Stock Market);KRW
178320;SEOJIN SYSTEM LTD;IT;Azionario;4.071.605,27;0,01;4.071.605,27;89.494,00;45,50;Corea;Korea Exchange (Kosdaq);KRW
2352;QISDA CORP;IT;Azionario;4.062.423,01;0,01;4.062.423,01;4.117.220,00;0,99;Taiwan;Taiwan Stock Exchange;TWD
WOCKPHARMA;WOCKHARDT LTD;Salute;Azionario;4.057.985,66;0,01;4.057.985,66;200.557,00;20,23;India;National Stock Exchange Of India;INR
IJM;IJM CORPORATION;Industriali;Azionario;4.061.592,60;0,01;4.061.592,60;7.021.500,00;0,58;Malesia;Bursa Malaysia;MYR
NBCC;NBCC INDIA LTD;Industriali;Azionario;4.051.642,54;0,01;4.051.642,54;3.616.470,00;1,12;India;National Stock Exchange Of India;INR
601668;CHINA STATE CONSTRUCTION ENGINEERI;Industriali;Azionario;4.052.355,89;0,01;4.052.355,89;5.823.845,00;0,70;Cina;Shanghai Stock Exchange;CNY
601658;POSTAL SAVINGS BANK OF CHINA LTD A;Finanziari;Azionario;4.045.010,20;0,01;4.045.010,20;5.532.000,00;0,73;Cina;Shanghai Stock Exchange;CNY
1722;TAIWAN FERTILIZER LTD;Materiali;Azionario;4.038.246,17;0,01;4.038.246,17;2.638.000,00;1,53;Taiwan;Taiwan Stock Exchange;TWD
005290;DONGJIN SEMICHEM LTD;Materiali;Azionario;4.039.753,50;0,01;4.039.753,50;113.378,00;35,63;Corea;Korea Exchange (Kosdaq);KRW
BEM.R;BANGKOK EXPRESSWAY AND METRO PCL N;Industriali;Azionario;4.022.092,75;0,01;4.022.092,75;25.238.632,00;0,16;Tailandia;Stock Exchange Of Thailand;THB
FLUOROCHEM;GUJARAT FLUOROCHEMICALS LTD;Materiali;Azionario;4.012.185,44;0,01;4.012.185,44;107.040,00;37,48;India;National Stock Exchange Of India;INR
KRE;KUWAIT REAL EST;Immobili;Azionario;4.001.485,56;0,01;4.001.485,56;3.281.855,00;1,22;Kuwait;Kuwait Stock Exchange;KWD
VNET;VNET GROUP ADR INC;IT;Azionario;4.002.371,88;0,01;4.002.371,88;452.757,00;8,84;Cina;NASDAQ;USD
